id,name,brief,desc
955099,빨간색 혼기 조각,혼기 소환,"조각 50개를 모으면, 빨간색 전속 혼기를 소환 할 수 있습니다."
956001,주황색 혼기 조각,혼기 소환,"조각 50개를 모으면, 주황색 혼기를 소환 할 수 있습니다."
956099,주황색 전속 혼기 조각,혼기 소환,"조각 50개를 모으면, 주황색 전속 혼기를 소환 할 수 있습니다."
960001,스킨 교환 조각,스킨 합성,"조각10개를 모으면, 스킨을 합성할 수 있습니다."
1011,나이트 은검,무기,
2011,나이트 갑옷,상의,
3011,나이트 은방패,장신구,
4011,나이트 슈즈,하의,
1012,성결한 나이트 은검,무기,
2012,성결한 나이트 갑옷,상의,
3012,성결한 나이트 은방패,장신구,
4012,성결한 나이트 슈즈,하의,
1021,발리볼,무기,
2021,반팔 체육복,상의,
3021,스포츠 헤어밴드,장신구,
4021,체육복 반바지,하의,
1022,고급 발리볼,무기,
2022,고급 체육복 반바지,상의,
3022,고급 스포츠 헤어밴드,장신구,
4022,고급 체육복 반바지,하의,
1031,물총,무기,
2031,비키니,상의,
3031,비치 모자,장신구,
4031,스윔 팬츠,하의,
1032,고급 물총,무기,
2032,고급 비키니,상의,
3032,고급 비치 모자,장신구,
4032,고급 스윔 팬츠,하의,
1033,고급 물총,무기,
2033,고급 비키니,상의,
3033,고급 비치 모자,장신구,
4033,고급 스윔 팬츠,하의,
1041,교과서,무기,
2041,교복,상의,
3041,리본 타이,장신구,
4041,교복 치마,하의,
1042,정교한 교과서,무기,
2042,정교한 교복,상의,
3042,정교한 리본 타이,장신구,
4042,정교한 교복 치마,하의,
1043,바니걸 당근,무기,
2043,바니걸 수트,상의,
3043,바니걸 헤어밴드,장신구,
4043,바니걸 슈즈,하의,
1044,고급 바니걸 당근,무기,
2044,고급 바니걸 수트,상의,
3044,고급 바니걸 헤어밴드,장신구,
4044,고급 바니걸 슈즈,하의,
1051,일렉 기타,무기,
2051,무대 의상,상의,
3051,화이트 헤드폰,장신구,
4051,펑키 슈즈,하의,
1052,메이드 케이크,무기,
2052,메이드 앞치마,상의,
3052,메이드 헤어밴드,장신구,
4052,메이드 슈즈,하의,
1053,어드벤처 가방,무기,
2053,어드벤처 수트,상의,
3053,어드벤처 선글라스,장신구,
4053,어드벤처 반바지,하의,
1054,마법 빗자루,무기,
2054,마법 드레스,상의,
3054,마법 모자,장신구,
4054,마법 부츠,하의,
1061,깃털 부채,무기,
2061,기모노,상의,
3061,꽃모양 리본,장신구,
4061,나막신,하의,
1062,클래식 우산,무기,
2062,클래식 드레스,상의,
3062,클래식 헤어핀,장신구,
4062,클래식 슈즈,하의,
1063,프린세스 인형,무기,
2063,프렌세스 드레스,상의,
3063,프린세스 왕관,장신구,
4063,프린세스 슈즈,하의,
1064,디지털 뇌광검,무기,
2064,디지털 슈트,상의,
3064,디지털 고글,장신구,
4064,디지털 부츠,하의,
1065,악령의 낫,무기,
2065,악령 슈트,상의,
3065,악령 헤어밴드,장신구,
4065,악령 부츠,하의,
1066,엔젤 지팡이,무기,
2066,엔젤 슈트,상의,
3066,엔젤 헤어밴드,장신구,
4066,엔젤 날개,하의,
1999,특수 장비 1,무기,
2999,특수 장비 2,상의,
3999,특수 장비 3,장신구,
4999,특수 장비 4,하의,
5101,블루 크리스탈,,
5102,블루 크리스탈,,
5103,블루 크리스탈,,
5104,블루 크리스탈,,
5105,블루 크리스탈,,
5106,블루 크리스탈,,
5107,블루 크리스탈,,
5108,블루 크리스탈,,
5109,블루 크리스탈,,
5110,블루 크리스탈,,
5111,블루 크리스탈,,
5112,블루 크리스탈,,
5113,블루 크리스탈,,
5114,블루 크리스탈,,
5115,블루 크리스탈,,
5116,블루 크리스탈,,
5201,옐로우 크리스탈,,
5202,옐로우 크리스탈,,
5203,옐로우 크리스탈,,
5204,옐로우 크리스탈,,
5205,옐로우 크리스탈,,
5206,옐로우 크리스탈,,
5207,옐로우 크리스탈,,
5208,옐로우 크리스탈,,
5209,옐로우 크리스탈,,
5210,옐로우 크리스탈,,
5211,옐로우 크리스탈,,
5212,옐로우 크리스탈,,
5213,옐로우 크리스탈,,
5214,옐로우 크리스탈,,
5215,옐로우 크리스탈,,
5216,옐로우 크리스탈,,
5301,룬 크리스탈,,
5302,룬 크리스탈,,
5303,룬 크리스탈,,
5304,룬 크리스탈,,
5305,룬 크리스탈,,
5306,룬 크리스탈,,
5307,룬 크리스탈,,
5308,룬 크리스탈,,
5309,룬 크리스탈,,
5310,룬 크리스탈,,
5311,룬 크리스탈,,
5312,룬 크리스탈,,
5313,룬 크리스탈,,
5314,룬 크리스탈,,
5315,룬 크리스탈,,
5316,룬 크리스탈,,
5317,룬 크리스탈,,
5318,룬 크리스탈,,
5319,룬 크리스탈,,
5320,룬 크리스탈,,
5321,룬 크리스탈,,
5322,룬 크리스탈,,
5323,룬 크리스탈,,
5324,룬 크리스탈,,
5401,파라다이스 크리스탈,,
5402,파라다이스 크리스탈,,
5403,파라다이스 크리스탈,,
5404,파라다이스 크리스탈,,
5405,파라다이스 크리스탈,,
5406,파라다이스 크리스탈,,
5407,파라다이스 크리스탈,,
5408,파라다이스 크리스탈,,
5409,파라다이스 크리스탈,,
5410,파라다이스 크리스탈,,
5411,파라다이스 크리스탈,,
5412,파라다이스 크리스탈,,
5413,파라다이스 크리스탈,,
5414,파라다이스 크리스탈,,
5415,파라다이스 크리스탈,,
5416,파라다이스 크리스탈,,
5417,파라다이스 크리스탈,,
5418,파라다이스 크리스탈,,
5419,파라다이스 크리스탈,,
5420,파라다이스 크리스탈,,
5421,파라다이스 크리스탈,,
5422,파라다이스 크리스탈,,
5423,파라다이스 크리스탈,,
5424,파라다이스 크리스탈,,
5501,아게이트 크리스탈,,
5502,아게이트 크리스탈,,
5503,아게이트 크리스탈,,
5504,아게이트 크리스탈,,
5505,아게이트 크리스탈,,
5506,아게이트 크리스탈,,
5507,아게이트 크리스탈,,
5508,아게이트 크리스탈,,
5509,아게이트 크리스탈,,
5510,아게이트 크리스탈,,
5511,아게이트 크리스탈,,
5512,아게이트 크리스탈,,
5513,아게이트 크리스탈,,
5514,아게이트 크리스탈,,
5515,아게이트 크리스탈,,
5516,아게이트 크리스탈,,
5517,아게이트 크리스탈,,
5518,아게이트 크리스탈,,
5519,아게이트 크리스탈,,
5520,아게이트 크리스탈,,
5521,아게이트 크리스탈,,
5522,아게이트 크리스탈,,
5523,아게이트 크리스탈,,
5524,아게이트 크리스탈,,
5525,아게이트 크리스탈,,
5526,아게이트 크리스탈,,
5527,아게이트 크리스탈,,
5528,아게이트 크리스탈,,
5529,아게이트 크리스탈,,
5530,아게이트 크리스탈,,
5531,아게이트 크리스탈,,
5532,아게이트 크리스탈,,
5533,아게이트 크리스탈,,
5534,아게이트 크리스탈,,
5535,아게이트 크리스탈,,
5536,아게이트 크리스탈,,
5537,아게이트 크리스탈,,
5538,아게이트 크리스탈,,
5539,아게이트 크리스탈,,
5540,아게이트 크리스탈,,
5541,아게이트 크리스탈,,
5542,아게이트 크리스탈,,
5543,아게이트 크리스탈,,
5544,아게이트 크리스탈,,
5545,아게이트 크리스탈,,
5546,아게이트 크리스탈,,
5601,용옥,,
5602,용옥,,
5603,용옥,,
5604,용옥,,
5605,용옥,,
5606,용옥,,
5607,용옥,,
5608,용옥,,
5609,용옥,,
5610,용옥,,
5611,용옥,,
5612,용옥,,
5613,용옥,,
5614,용옥,,
5615,용옥,,
5616,용옥,,
5617,용옥,,
5618,용옥,,
5619,용옥,,
5620,용옥,,
5621,용옥,,
5622,용옥,,
5623,용옥,,
5624,용옥,,
5625,용옥,,
5626,용옥,,
5627,용옥,,
5628,용옥,,
5629,용옥,,
5630,용옥,,
5631,용옥,,
5632,용옥,,
5633,용옥,,
5634,용옥,,
5635,용옥,,
5636,용옥,,
5637,용옥,,
5638,용옥,,
5639,용옥,,
5640,용옥,,
6000,에센스,혼기 업그레이드 재료,
6001,컬러 분필,혼기,
6002,스툴,혼기,
6003,초승달검,혼기,
6004,경고등,혼기,
6005,마법 입문서,혼기,
6006,컬러 분필,혼기,
6007,스툴,혼기,
6008,초승달검,혼기,
6009,경고등,혼기,
6010,마법 입문서,혼기,
6011,컬러 분필,혼기,
6012,스툴,혼기,
6013,초승달검,혼기,
6014,경고등,혼기,
6015,마법 입문서,혼기,
6016,컬러 분필,혼기,
6017,스툴,혼기,
6018,초승달검,혼기,
6019,경고등,혼기,
6020,마법 입문서,혼기,
6021,골드 큐브,혼기,
6022,실버 왕관,혼기,
6023,마녀의 저주,혼기,
6024,만능 팩,혼기,
6025,마법 입문서,혼기,
6026,골드 큐브,혼기,
6027,실버 왕관,혼기,
6028,마녀의 저주,혼기,
6029,만능 팩,혼기,
6030,마법 입문서,혼기,
6031,골드 큐브,혼기,
6032,실버 왕관,혼기,
6033,마녀의 저주,혼기,
6034,만능 팩,혼기,
6035,마법 입문서,혼기,
6036,골드 큐브,혼기,
6037,실버 왕관,혼기,
6038,마녀의 저주,혼기,
6039,만능 팩,혼기,
6040,마법 입문서,혼기,
6041,행운의 클로버,혼기,
6042,새총,혼기,
6043,눈의 정령의 키스,혼기,
6044,유도 검은띠,혼기,
6045,유도 헤어밴드,혼기,
6046,행운의 클로버,혼기,
6047,새총,혼기,
6048,눈의 정령의 키스,혼기,
6049,유도 검은띠,혼기,
6050,유도 헤어밴드,혼기,
6051,행운의 클로버,혼기,
6052,새총,혼기,
6053,눈의 정령의 키스,혼기,
6054,유도 검은띠,혼기,
6055,유도 헤어밴드,혼기,
6056,행운의 클로버,혼기,
6057,새총,혼기,
6058,눈의 정령의 키스,혼기,
6059,유도 검은띠,혼기,
6060,유도 헤어밴드,혼기,
6061,행운의 클로버,혼기,
6062,새총,혼기,
6063,눈의 정령의 키스,혼기,
6064,유도 검은띠,혼기,
6065,유도 헤어밴드,혼기,
6066,야구 방망이,혼기,
6067,일본도,혼기,
6068,봉인된 편지,혼기,
6069,용의 이빨,혼기,
6070,연료통,혼기,
6071,가죽 신발,혼기,
6072,야구 방망이,혼기,
6073,일본도,혼기,
6074,봉인된 편지,혼기,
6075,용의 이빨,혼기,
6076,연료통,혼기,
6077,가죽 신발,혼기,
6078,야구 방망이,혼기,
6079,일본도,혼기,
6080,봉인된 편지,혼기,
6081,용의 이빨,혼기,
6082,연료통,혼기,
6083,가죽 신발,혼기,
6084,야구 방망이,혼기,
6085,일본도,혼기,
6086,봉인된 편지,혼기,
6087,용의 이빨,혼기,
6088,연료통,혼기,
6089,가죽 신발,혼기,
6090,야구 방망이,혼기,
6091,일본도,혼기,
6092,봉인된 편지,혼기,
6093,용의 이빨,혼기,
6094,연료통,혼기,
6095,가죽 신발,혼기,
6096,엔젤 지팡이,혼기,
6097,불꽃 깃털,혼기,
6098,악마의 칼날,혼기,
6099,천둥 룬,혼기,
6100,여포의 용맹,혼기,
6101,레이스 스타킹,혼기,
6102,벚꽃 가지,혼기,
6103,무도회 가면,혼기,
6104,트럼프 여왕,혼기,
6105,눈의 정령의 도끼,혼기,
6106,크리스마스 트리,혼기,
6107,뇌신의 마음,혼기,
6108,슈퍼 약제,혼기,
6109,혼석 펜던트,혼기,
6110,가브리엘의 노래,혼기,
6111,악마의 편지,혼기,
6112,운명의 십자,혼기,
6113,정령의 왕관,혼기,
6114,고양이 후드,혼기,
6115,가터벨트,혼기,
6116,비치 발리볼,혼기,
6117,하트 피어스,혼기,
6118,엔젤 지팡이,혼기,
6119,불꽃 깃털,혼기,
6120,악마의 칼날,혼기,
6121,천둥 룬,혼기,
6122,여포의 용맹,혼기,
6123,레이스 스타킹,혼기,
6124,벚꽃 가지,혼기,
6125,무도회 가면,혼기,
6126,트럼프 여왕,혼기,
6127,눈의 정령의 도끼,혼기,
6128,크리스마스 트리,혼기,
6129,뇌신의 마음,혼기,
6130,슈퍼 약제,혼기,
6131,혼석 펜던트,혼기,
6132,가브리엘의 노래,혼기,
6133,악마의 편지,혼기,
6134,운명의 십자,혼기,
6135,정령의 왕관,혼기,
6136,고양이 후드,혼기,
6137,가터벨트,혼기,
6138,비치 발리볼,혼기,
6139,하트 피어스,혼기,
6140,엔젤 지팡이,혼기,
6141,불꽃 깃털,혼기,
6142,악마의 칼날,혼기,
6143,천둥 룬,혼기,
6144,여포의 용맹,혼기,
6145,레이스 스타킹,혼기,
6146,벚꽃 가지,혼기,
6147,무도회 가면,혼기,
6148,트럼프 여왕,혼기,
6149,눈의 정령의 도끼,혼기,
6150,크리스마스 트리,혼기,
6151,뇌신의 마음,혼기,
6152,슈퍼 약제,혼기,
6153,혼석 펜던트,혼기,
6154,가브리엘의 노래,혼기,
6155,악마의 편지,혼기,
6156,운명의 십자,혼기,
6157,정령의 왕관,혼기,
6158,고양이 후드,혼기,
6159,가터벨트,혼기,
6160,비치 발리볼,혼기,
6161,하트 피어스,혼기,
6162,엔젤 지팡이,혼기,
6163,불꽃 깃털,혼기,
6164,악마의 칼날,혼기,
6165,천둥 룬,혼기,
6166,여포의 용맹,혼기,
6167,레이스 스타킹,혼기,
6168,벚꽃 가지,혼기,
6169,무도회 가면,혼기,
6170,트럼프 여왕,혼기,
6171,눈의 정령의 도끼,혼기,
6172,크리스마스 트리,혼기,
6173,뇌신의 마음,혼기,
6174,슈퍼 약제,혼기,
6175,혼석 펜던트,혼기,
6176,가브리엘의 노래,혼기,
6177,악마의 편지,혼기,
6178,운명의 십자,혼기,
6179,정령의 왕관,혼기,
6180,고양이 후드,혼기,
6181,가터벨트,혼기,
6182,비치 발리볼,혼기,
6183,하트 피어스,혼기,
6184,엔젤 지팡이,혼기,
6185,불꽃 깃털,혼기,
6186,악마의 칼날,혼기,
6187,천둥 룬,혼기,
6188,여포의 용맹,혼기,
6189,레이스 스타킹,혼기,
6190,벚꽃 가지,혼기,
6191,무도회 가면,혼기,
6192,트럼프 여왕,혼기,
6193,눈의 정령의 도끼,혼기,
6194,크리스마스 트리,혼기,
6195,뇌신의 마음,혼기,
6196,슈퍼 약제,혼기,
6197,혼석 펜던트,혼기,
6198,가브리엘의 노래,혼기,
6199,악마의 편지,혼기,
6200,운명의 십자,혼기,
6201,정령의 왕관,혼기,
6202,고양이 후드,혼기,
6203,가터벨트,혼기,
6204,비치 발리볼,혼기,
6205,하트 피어스,혼기,
6206,엔젤 지팡이,혼기,
6207,불꽃 깃털,혼기,
6208,악마의 칼날,혼기,
6209,천둥 룬,혼기,
6210,여포의 용맹,혼기,
6211,레이스 스타킹,혼기,
6212,벚꽃 가지,혼기,
6213,무도회 가면,혼기,
6214,트럼프 여왕,혼기,
6215,눈의 정령의 도끼,혼기,
6216,크리스마스 트리,혼기,
6217,뇌신의 마음,혼기,
6218,슈퍼 약제,혼기,
6219,혼석 펜던트,혼기,
6220,가브리엘의 노래,혼기,
6221,악마의 편지,혼기,
6222,운명의 십자,혼기,
6223,정령의 왕관,혼기,
6224,고양이 후드,혼기,
6225,가터벨트,혼기,
6226,비치 발리볼,혼기,
6227,하트 피어스,혼기,
6228,대교의 축복,혼기,
6229,영혼의 향로,혼기,
6230,무라마사,혼기,
6231,불의 정령의 분노,혼기,
6232,만물소생,혼기,
6233,바람의 힘,혼기,
6234,스노우볼,혼기,
6235,암흑 마법 모자,혼기,
6236,운명의 가이드,혼기,
6237,봉인된 검·은신,혼기,
6238,고통의 족쇄·은신,혼기,
6239,가시 방패·은신,혼기,
6240,봉인된 마음·신위,혼기,
6241,악마의 피·신위,혼기,
6242,눈의 정령의 활,혼기,
6243,봉인된 검·풍견,혼기,
6244,고통의 족쇄·풍견,혼기,
6245,가시 방패·풍견,혼기,
6246,봉인된 마음·담화,혼기,
6247,여왕 왕관,혼기,
6248,악마의 날개,혼기,
