id,name,dialog,click_dialog1,click_dialog2,click_dialog3,click_dialog4,click_dialog5,battle_dialog,skill_dialog,cv_name,love_gift_dialog1,love_gift_dialog2,love_gift_dialog3,vow_dialog,login_dialog,lvlup_dialog,gradeup_dialog,shengxue_dialog,awake_dialog,equip_dialog1,equip_dialog2,hangteam_dialog,house_set_dialog,house_dialog,idle_dialog,dagong_dialog,daily_mission_dialog,new_stage_dialog,victory_dialog,false_dialog,love_point_dialog1,love_point_dialog2,love_point_dialog3,love_point_dialog4
756001,Angel,"Je peux sentir que ton corps a déjà été purifié... Les démons qui s'approcheront de toi, je m'en occupe~",Je dois purifier les démons... Je ne les laisserai pas fuir !,La lumière ? Les ténèbres ? Quel est le rapport avec moi ? Je veux juste... Purifier ces démons...,Cet arme peut purifier. Ma mission est de purifier toutes ces saletés de créatures.,Ce monde n'a pas besoin de démons. Toutes les choses démoniaques ne devraient pas exister.,"Si un jour il n'y a plus de démons, ma vie n'aura plus de sens. Je n'aime donc trop l'air pur.",Je l'ai ressenti... Il y a un démon !,Purifier...,Nakajima Yui,Je dois purifier les démons...,Un cadeau ? Pour moi ?,"Je te remercie, j'aime beaucoup ce cadeau~","À compter de ce jour, je serais ton rayon de soleil et je ferai disparaître les ténèbres rien que pour toi !","Nous devons purifier les démons, allons-y, Senpai !",La puissance angélique grandit !,Je te remercie pour ce bon repas.,"Ne me laisse pas voir des démons, autrement je devrais les massacrer !","Dis-moi, est-ce que tu penses que ma façon de penser est mauvaise ?",Je vais utiliser cet arme pour purifier tous les démons !,Je n'oublierai jamais mon objectif !,C'est le moment de purifier des démons~,Cette pièce de repos est vraiment parfaite pour moi~,"Senpai, comment vas-tu ?","Vu comme tu es déjà fatigué, je pense qu'il est temps de repartir !",Il est temps d'aller travailler !,"Tu as travaillé pour recevoir une récompense, mais tu ne l'a pas récupéré !","Il se passe souvent des choses sur le campus, je suis certaine que c'est de la faute des démons !",Victoire ? N'est-ce pas normal ?,"Je suis désolée, je ne peux pas les vaincre…",填充,填充,填充,填充
756002,Gabriel,"Mon amie est toute seule, dieu m'a envoyé pour l'accompagner~ Maître, est-ce que tu l'as vu ? C'est une ange au cheveux blond.","Pardon, aurais-tu vu une ange appelé Selene ? C'est mon amie et je suis en train de la chercher.","Le son de ma harpe est merveilleux, non ?",Je viens du paradis et je vis en paix dans ce monde.,"Chut~ Silence, Dieu est en train de faire une sieste.","Mon père, conduisez ces agneaux perdus au paradis.",La bénédiction de Dieu.,Ecoute la voix d'un ange !,Horie Yui,Qui es-tu ? Est-ce que nous nous connaissons ?,Tu es venu pour m'écouter jouer ? Je ferai de mon mieux alors~,"Chut~ Fais attention avec ça ! Il y a beaucoup de gens qui me regarde, je suis gênée~","Senpai, si tu as quelque chose à me dire, attends que j'ai fini de m'entraîner... Ah ? Tu veux me donner une bague ?","Salut, Senpai. As-tu vu Selene ?",Je ne fais que jouer de la musique.,"C'est une nouvelle chanson, est-ce que tu l'aimes ?",Je fais toujours de mon mieux~,J'espère que ma musique pourra t'apaiser.,C'est de l'huile pour mes instruments de musique ?,Ma guitare ne sert pas qu'à faire de la musique~,"Si tu as des questions, n'hésite pas à venir me les poser~",Bonne nuit~,"C'est l'heure de la sieste, tu devrais aussi te reposer un instant~","C'est rare que tu puisses m'entendre jouer de la musique, et tu t'es endormi ?!",Tu n'as pas le temps de m'écouter jouer parce que tu dois aller travailler ? Je comprends~,"Senpai, n'as-tu pas oublié quelque chose ? Ta récompense par exemple ?","Je veux aller voir ce qu'il se passe vraiment sur le campus, viens avec moi~",Profitez de ce chant victorieux~,Ah ! Mes cordes se sont cassées…,填充,填充,填充,填充
756003,Michael,La gentillesse ne battra jamais la méchanceté. Le bon doit être plus puissant que le mal. Je suis l'ange qui juge le mal et je le combat.,"Utiliser la force pour résoudre les problèmes, ce n'est rien de plus que de la violence.",Mon épée apportera la paix et la lumière dans ce monde.,Les anges déchus le sont de leurs propres choix. Je n'accepterais pas de voir mes amis tombés dans les pénombres.,"Ce n'est pas important ce que les autres disent, je la sauverai.",Je suis l'épée de la justice. Je protège la lumière.,Je vais vous purger ! C'est la volonté de Dieu !,Je dois éliminer le mal !,Kawasumi Ayako,Tu doubtes de la pointe de ma lame ? Tu veux la voir de plus près ?,"Merci pour ton cadeau, j'empêcherai les ténèbres de te corrompre.","Ce cadeau est vraiment très joli, j'ai presque ressenti la bonté de Dieu à l'intérieur. Merci beaucoup.","J'avais pour habitude de ne penser qu'à la justice et la lumière, mais tu m'as appris qu'il y a d'autres choses dans le monde~","Au nom de Dieu, je te souhaite une bonne journée, Senpai.",Regarde la lumière~,La lumière guidera ton chemin.,"En tant que représentante des élèves, je vous souhaite à tous la bienvenue !",Rien n'est plus important que de sauver des vies !,La plupart des armes ne peuvent pas supporter ma puissance.,Fais attention à toi dehors.,"Donne moi juste tes ordres, Senpai ! C'est mon devoir de protéger l'académie !",C'est l'heure d'aller se coucher.,"Pourquoi sembles-tu si heureux, Senpai ? Quelque chose de bien s'est produit ?",J'aurais dû le savoir que tu ne pouvais pas te réveiller aussi tôt ! Acheter le petit déj' pour toi est vraiment une mauvaise idée !,Ton manager as dit que tu serais renvoyé si tu étais encore une fois en retard !,"Je peux t'aider à collecter tes récompenses chaque jour, à condition que tu rejoignes la Maison Ange !",Le chaos se répand sur le campus. Allons vite voir !,"Nous n'avons pas le temps de célébrer cette victoire, occupons-nous des blessés.","Cette défaite ne veut rien dire, la justice prévaudra !",填充,填充,填充,填充
756004,Phénix,"Les flammes sont la preuve de ma descendence des oiseaux immortels. Maître, rappelle toi de moi.",Je me réveille des flammes ! Ne sous-estime pas le pouvoir de l'oiseau immortel !,Tu ne peux pas échapper aux échecs. Le premier pas dans la vie est de transcender les épreuves ardentes.,Ma flamme existe pour aider les autres !,"Je suis renaît de mes cendres un nombre incalculable de fois, mais chaque fois je n'ai pas réussi à accomplir mon objectif.",Certaines choses ne peuvent pas être brûlées même avec des flammes. La seule chose que je peux faire c'est de les réchauffer.,Je vais tout brûler.,Brûle !,Minase Inori,"Senpai, si tu as quelque chose à dire, dis-le !","Un cadeau ? Vu comment tu es enthousiaste, je vais l'accepter.","Je garderai ce cadeau du mieux que je peux, j'essaierai de ne pas le brûler~","A chaque fois que je renaîs, la première chose que je fais c'est de te voir, nous devons être fait l'un pour l'autre !","Nous nous retrouvons de nouveau, c'est la combientième fois ?",Ma flamme va devenir encore plus large.,"Ne t'inquiète pas, je suis parfaitement capable de contrôler mon pouvoir.",Où est la nouvelle classe ? Mince ! Je suis encore une fois perdue...,"Pour moi, chaque jour est un nouveau départ. Ce qui signifie que... Chaque jour je dois retrouver le chemin pour aller en classe également.","Je n'aime pas ces habits de luxe, je préfère les miens.","Senpai, je pense que j'ai besoin d'une nouvelle paire de gants, j'ai perdu les miens...",Des nouveaux ennemis ? Je ne laisserai pas mes amis se faire blesser cette fois-ci !,J'accepterais d'échanger toutes mes connaissances et mes compétences contre une mémoire me permettant de rentrer au dortoir sans me perdre.,C'est un miracle que tu sois toujours capable d'arriver ici si facilement ! C'est quoi ton secret ?,"Hmmm... Je suis désolée, Senpai ! Je n'ai pas payé attention à ce que tu disais... Combien de temps je me suis perdue ? Suffisamment de temps pour que tu t'endormes...","J'accepte de partir travailler avec toi, mais les flammes sur mes ailes risquent de te causer pas mal de souffrances...","Senpai, as-tu récupéré ta récompense aujourd'hui ?","Viens derrière moi, je m'occupe du reste.","Désolée de vous avoir frappé trop fort, je ferai plus attention la prochaine fois.","Je vous couvre, allez vous mettre à l'abri !",填充,填充,填充,填充
1000001,Gargouille,,,,,,,,,,,,,,,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充
1000002,Bechymos,,,,,,,,,,,,,,,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充
1000003,Hydra,,,,,,,,,,,,,,,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充
1000004,Bahamut,,,,,,,,,,,,,,,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充
1000005,Os de Dragon,,,,,,,,,,,,,,,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充
1000006,Surprenant,,,,,,,,,,,,,,,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充
1000007,Bo-chan X,,,,,,,,,,,,,,,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充
1000008,Culte Noir X,,,,,,,,,,,,,,,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充
1000009,Candide X,,,,,,,,,,,,,,,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充
1000010,伐木工X,,,,,,,,,,,,,,,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充
1000011,Petit Diable X,,,,,,,,,,,,,,,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充
1000012,Kinkaku X,,,,,,,,,,,,,,,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充
1000013,Bella X,,,,,,,,,,,,,,,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充
1000014,Éclaireur X,,,,,,,,,,,,,,,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充,填充
52011,Capsula,Félicitations~ Jackpot ! Tu dois vraiment être très chanceux !,Essaie une fois de plus ! Je suis certaine que tu auras encore plus de chance !,"Maître tu n'as vraiment pas de chance aujourd'hui, peut-être que tu devrais réessayer plus tard !",J'ai l'impression qu'aujourd'hui est ton jour de chance ! Va vite à la machine à capsule !,Pas de 5 étoiles ? Ce n'est pas ton jour de chance.,"Il y a une technique pour la machine à capsule, je vais te dire mon secret, tu es prêt ? Sois chanceux !",C'est l'heure de se battre !,Test de la chance !,Tanaka Takako,Je suis désolée pour la blague que j'ai fait l'autre jour~,Quelle surprise ! Un cadeau pour moi ?,"Haha, c'est vraiment gentil de ta part ! Je suis certaine que tu auras de la chance à la prochaine capsule que tu obtiendras !","Haha, la première fois que j'ai vu Maître en train de tirer une capsule, il m'a envouté~ Depuis ce jour-là je veux continuer à le voir tirer des capsules !","Même si tu n'es pas chanceux, il faut tout de même être heureux tous les jours !",Tu es aussi beau que chanceux~,Tu ne veux pas me rendre un peu plus forte ?,"Prends-moi, je suis le porte-bonheur idéal~","La chance a augmenté !... Pardon, MA chance a augmenté~","Merci, Maître ! Tu es vraiment super~",Est-ce que tu veux me donner cet équipement ?,"Tu ne me prends pas avec toi ? Qui sait, tu auras peut-être plus de chance~",Une nouvelle chambre ? Super !,"Maître, est-ce que tu veux voir ce qu'il y a à l'intérieur de cette capsule ?","Maître fait beaucoup d'effort pour ouvrir des capsules, mais il est grand temps qu'il se repose~","Maître, n'oublie pas d'aller travailler !","Maître, n'oublie pas ta récompense si tu veux pouvoir obtenir plus de capsules !","Il vient de se passer quelque chose sur le campus, regarde les machines sont en train de vibrer !",Ma victoire n'est pas due à un coup de chance !,Ahhh... je suis vraiment malchanceuse…,填充,填充,填充,填充
652018,Capsula,Félicitations~ Jackpot ! Tu dois vraiment être très chanceux !,Essaie une fois de plus ! Je suis certaine que tu auras encore plus de chance !,"Maître tu n'as vraiment pas de chance aujourd'hui, peut-être que tu devrais réessayer plus tard !",J'ai l'impression qu'aujourd'hui est ton jour de chance ! Va vite à la machine à capsule !,Pas de 5 étoiles ? Ce n'est pas ton jour de chance.,"Il y a une technique pour la machine à capsule, je vais te dire mon secret, tu es prêt ? Sois chanceux !",C'est l'heure de se battre !,Test de la chance !,Tanaka Takako,Je suis désolée pour la blague que j'ai fait l'autre jour~,Quelle surprise ! Un cadeau pour moi ?,"Haha, c'est vraiment gentil de ta part ! Je suis certaine que tu auras de la chance à la prochaine capsule que tu obtiendras !","Haha, la première fois que j'ai vu Maître en train de tirer une capsule, il m'a envouté~ Depuis ce jour-là je veux continuer à le voir tirer des capsules !","Même si tu n'es pas chanceux, il faut tout de même être heureux tous les jours !",Tu es aussi beau que chanceux~,Tu ne veux pas me rendre un peu plus forte ?,"Prends-moi, je suis le porte-bonheur idéal~","La chance a augmenté !... Pardon, MA chance a augmenté~","Merci, Maître ! Tu es vraiment super~",Est-ce que tu veux me donner cet équipement ?,"Tu ne me prends pas avec toi ? Qui sait, tu auras peut-être plus de chance~",Une nouvelle chambre ? Super !,"Maître, est-ce que tu veux voir ce qu'il y a à l'intérieur de cette capsule ?","Maître fait beaucoup d'effort pour ouvrir des capsules, mais il est grand temps qu'il se repose~","Maître, n'oublie pas d'aller travailler !","Maître, n'oublie pas ta récompense si tu veux pouvoir obtenir plus de capsules !","Il vient de se passer quelque chose sur le campus, regarde les machines sont en train de vibrer !",Ma victoire n'est pas due à un coup de chance !,Ahhh... je suis vraiment malchanceuse…,填充,填充,填充,填充
752011,Capsula,Félicitations~ Jackpot ! Tu dois vraiment être très chanceux !,Essaie une fois de plus ! Je suis certaine que tu auras encore plus de chance !,"Maître tu n'as vraiment pas de chance aujourd'hui, peut-être que tu devrais réessayer plus tard !",J'ai l'impression qu'aujourd'hui est ton jour de chance ! Va vite à la machine à capsule !,Pas de 5 étoiles ? Ce n'est pas ton jour de chance.,"Il y a une technique pour la machine à capsule, je vais te dire mon secret, tu es prêt ? Sois chanceux !",C'est l'heure de se battre !,Test de la chance !,Tanaka Takako,Je suis désolée pour la blague que j'ai fait l'autre jour~,Quelle surprise ! Un cadeau pour moi ?,"Haha, c'est vraiment gentil de ta part ! Je suis certaine que tu auras de la chance à la prochaine capsule que tu obtiendras !","Haha, la première fois que j'ai vu Maître en train de tirer une capsule, il m'a envouté~ Depuis ce jour-là je veux continuer à le voir tirer des capsules !","Même si tu n'es pas chanceux, il faut tout de même être heureux tous les jours !",Tu es aussi beau que chanceux~,Tu ne veux pas me rendre un peu plus forte ?,"Prends-moi, je suis le porte-bonheur idéal~","La chance a augmenté !... Pardon, MA chance a augmenté~","Merci, Maître ! Tu es vraiment super~",Est-ce que tu veux me donner cet équipement ?,"Tu ne me prends pas avec toi ? Qui sait, tu auras peut-être plus de chance~",Une nouvelle chambre ? Super !,"Maître, est-ce que tu veux voir ce qu'il y a à l'intérieur de cette capsule ?","Maître fait beaucoup d'effort pour ouvrir des capsules, mais il est grand temps qu'il se repose~","Maître, n'oublie pas d'aller travailler !","Maître, n'oublie pas ta récompense si tu veux pouvoir obtenir plus de capsules !","Il vient de se passer quelque chose sur le campus, regarde les machines sont en train de vibrer !",Ma victoire n'est pas due à un coup de chance !,Ahhh... je suis vraiment malchanceuse…,填充,填充,填充,填充
